candidate_definition_id	article_id	source_code	article_number	etat	date_debut	date_fin	sampling_stratum	noise_risk	matched_definition_patterns	matched_pattern_categories	candidate_score	pattern	definition_type	extraction_confidence	item_number	defined_subject	term_candidate	definition_candidate	scope_text	scope_label	inferred_scope	raw_body	manual_label	gold_term	gold_definition	gold_scope_text	gold_scope_label	gold_inferred_scope	gold_definition_type	correction_notes	source_file
DRAFT_CODE_DE_L_ENTR_E_ET_DU_S_JOUR_DES_TRANGERS_ET_DU_DROIT_D_ASI_ANNEXE_10_ARTI000049820920_1016	LEGIARTI000049820920	Code de l'entrée et du séjour des étrangers et du droit d'asile	Annexe 10	VIGUEUR	2024-07-01	2999-01-01	low	low	terme_colon_definition	strong	3	terme_colon_definition	explicit	high			justificatif d'état civil du mineur	une copie intégrale d'acte de naissance comportant les mentions les plus récentes accompagnée le cas échéant de la décision judiciaire ordonnant sa transcription (jugement déclaratif ou supplétif)		unspecified	article	justificatif d'état civil du mineur : une copie intégrale d'acte de naissance comportant les mentions les plus récentes accompagnée le cas échéant de la décision judiciaire ordonnant sa transcription (jugement déclaratif ou supplétif)									legi/global/code_et_TNC_en_vigueur/code_en_vigueur/LEGI/TEXT/00/00/06/07/01/LEGITEXT000006070158/article/LEGI/ARTI/00/00/49/82/09/LEGIARTI000049820920.xml
DRAFT_CODE_DE_L_ENTR_E_ET_DU_S_JOUR_DES_TRANGERS_ET_DU_DROIT_D_ASI_ANNEXE_10_ARTI000049820920_1017	LEGIARTI000049820920	Code de l'entrée et du séjour des étrangers et du droit d'asile	Annexe 10	VIGUEUR	2024-07-01	2999-01-01	low	low	terme_colon_definition	strong	3	terme_colon_definition	explicit	high			En Polynésie française et en Nouvelle-Calédonie	L'attestation délivrée par l'organisme français versant la rente d'accident du travail ou de maladie professionnelle est remplacée par l'attestation délivrée par l'organisme local de protection sociale versant la rente d'accident du travail ou de maladie professionnelle. 54 Titre de séjour délivré pour un autre motif CR délivrée aux ayants droits d'un étranger bénéficiaires d'une rente de décès pour accident du travail ou maladie professionnelle L. 426-7 -justificatif d'état civil : (sauf si vous		unspecified	article	En Polynésie française et en Nouvelle-Calédonie : L'attestation délivrée par l'organisme français versant la rente d'accident du travail ou de maladie professionnelle est remplacée par l'attestation délivrée par l'organisme local de protection sociale versant la rente d'accident du travail ou de maladie professionnelle. 54 Titre de séjour délivré pour un autre motif CR délivrée aux ayants droits d'un étranger bénéficiaires d'une rente de décès pour accident du travail ou maladie professionnelle L. 426-7 -justificatif d'état civil : (sauf si vous									legi/global/code_et_TNC_en_vigueur/code_en_vigueur/LEGI/TEXT/00/00/06/07/01/LEGITEXT000006070158/article/LEGI/ARTI/00/00/49/82/09/LEGIARTI000049820920.xml
DRAFT_CODE_DE_L_ENTR_E_ET_DU_S_JOUR_DES_TRANGERS_ET_DU_DROIT_D_ASI_ANNEXE_10_ARTI000049820920_1018	LEGIARTI000049820920	Code de l'entrée et du séjour des étrangers et du droit d'asile	Annexe 10	VIGUEUR	2024-07-01	2999-01-01	low	low	terme_colon_definition	strong	3	terme_colon_definition	explicit	high			En Polynésie française et en Nouvelle-Calédonie	"L'attestation délivrée par l'organisme français versant la rente d'accident du travail ou de maladie professionnelle en tant qu'ayant droit est remplacée par l'attestation délivrée par l'organisme local de protection sociale versant la rente d'accident du travail ou de maladie professionnelle en tant qu'ayant droit. 55 Titre de séjour délivré pour un autre motif Carte de séjour portant la mention "" retraité "" pour l'étranger retraité et son conjoint et carte de résident pour le titulaire de la car"		unspecified	article	"En Polynésie française et en Nouvelle-Calédonie : L'attestation délivrée par l'organisme français versant la rente d'accident du travail ou de maladie professionnelle en tant qu'ayant droit est remplacée par l'attestation délivrée par l'organisme local de protection sociale versant la rente d'accident du travail ou de maladie professionnelle en tant qu'ayant droit. 55 Titre de séjour délivré pour un autre motif Carte de séjour portant la mention "" retraité "" pour l'étranger retraité et son conjoint et carte de résident pour le titulaire de la car"									legi/global/code_et_TNC_en_vigueur/code_en_vigueur/LEGI/TEXT/00/00/06/07/01/LEGITEXT000006070158/article/LEGI/ARTI/00/00/49/82/09/LEGIARTI000049820920.xml
DRAFT_CODE_DE_L_ENTR_E_ET_DU_S_JOUR_DES_TRANGERS_ET_DU_DROIT_D_ASI_ANNEXE_10_ARTI000049820920_1019	LEGIARTI000049820920	Code de l'entrée et du séjour des étrangers et du droit d'asile	Annexe 10	VIGUEUR	2024-07-01	2999-01-01	low	low	terme_colon_definition	strong	3	terme_colon_definition	explicit	high			en Polynésie française et en Nouvelle-Calédonie	"Le justificatif de la perception d'une pension contributive de vieillesse, en droit propre ou en réversion, est remplacé par le justificatif de la perception d'une pension contributive de vieillesse, en droit propre ou en réversion, par le régime local de protection sociale. 56 Titre de séjour délivré pour un autre motif CST portant la mention "" salarié "", "" travailleur temporaire "", "" entrepreneur/ profession libérale "", "" étudiant "" ou "" visiteur "", ou CSP portant la mention "" passeport talent """		unspecified	article	"en Polynésie française et en Nouvelle-Calédonie : Le justificatif de la perception d'une pension contributive de vieillesse, en droit propre ou en réversion, est remplacé par le justificatif de la perception d'une pension contributive de vieillesse, en droit propre ou en réversion, par le régime local de protection sociale. 56 Titre de séjour délivré pour un autre motif CST portant la mention "" salarié "", "" travailleur temporaire "", "" entrepreneur/ profession libérale "", "" étudiant "" ou "" visiteur "", ou CSP portant la mention "" passeport talent """									legi/global/code_et_TNC_en_vigueur/code_en_vigueur/LEGI/TEXT/00/00/06/07/01/LEGITEXT000006070158/article/LEGI/ARTI/00/00/49/82/09/LEGIARTI000049820920.xml
DRAFT_CODE_DE_L_ENTR_E_ET_DU_S_JOUR_DES_TRANGERS_ET_DU_DROIT_D_ASI_ANNEXE_10_ARTI000049820920_1020	LEGIARTI000049820920	Code de l'entrée et du séjour des étrangers et du droit d'asile	Annexe 10	VIGUEUR	2024-07-01	2999-01-01	low	low	terme_colon_definition	strong	3	terme_colon_definition	explicit	high			justificatif d'état civil	une copie intégrale d'acte de naissance comportant les mentions les plus récentes		unspecified	article	justificatif d'état civil : une copie intégrale d'acte de naissance comportant les mentions les plus récentes									legi/global/code_et_TNC_en_vigueur/code_en_vigueur/LEGI/TEXT/00/00/06/07/01/LEGITEXT000006070158/article/LEGI/ARTI/00/00/49/82/09/LEGIARTI000049820920.xml
DRAFT_CODE_DE_L_ENTR_E_ET_DU_S_JOUR_DES_TRANGERS_ET_DU_DROIT_D_ASI_ANNEXE_10_ARTI000049820920_1021	LEGIARTI000049820920	Code de l'entrée et du séjour des étrangers et du droit d'asile	Annexe 10	VIGUEUR	2024-07-01	2999-01-01	low	low	terme_colon_definition	strong	3	terme_colon_definition	explicit	high			justificatif d'état civil	une copie intégrale d'acte de naissance comportant les mentions les plus récentes accompagnée le cas échéant de la décision judiciaire ordonnant sa transcription (jugement déclaratif ou supplétif)		unspecified	article	justificatif d'état civil : une copie intégrale d'acte de naissance comportant les mentions les plus récentes accompagnée le cas échéant de la décision judiciaire ordonnant sa transcription (jugement déclaratif ou supplétif)									legi/global/code_et_TNC_en_vigueur/code_en_vigueur/LEGI/TEXT/00/00/06/07/01/LEGITEXT000006070158/article/LEGI/ARTI/00/00/49/82/09/LEGIARTI000049820920.xml
DRAFT_CODE_DE_L_ENTR_E_ET_DU_S_JOUR_DES_TRANGERS_ET_DU_DROIT_D_ASI_ANNEXE_10_ARTI000049820920_1022	LEGIARTI000049820920	Code de l'entrée et du séjour des étrangers et du droit d'asile	Annexe 10	VIGUEUR	2024-07-01	2999-01-01	low	low	terme_colon_definition	strong	3	terme_colon_definition	explicit	high			en Polynésie française et en Nouvelle-Calédonie	La convention de stage initiale et le cas échéant l'avenant prolongeant le stage visé favorablement par la plateforme compétente en charge de la main d'œuvre étrangère est remplacée par la convention de stage initiale et le cas échéant l'avenant prolongeant le stage visé favorablement par le service de la collectivité chargé de la main d'œuvre étrangère. 63 Document de circulation Document de circulation pour étranger mineur L. 414-4 1. Documents à produire dans tous les cas : -une copie intégrale		unspecified	article	en Polynésie française et en Nouvelle-Calédonie : La convention de stage initiale et le cas échéant l'avenant prolongeant le stage visé favorablement par la plateforme compétente en charge de la main d'œuvre étrangère est remplacée par la convention de stage initiale et le cas échéant l'avenant prolongeant le stage visé favorablement par le service de la collectivité chargé de la main d'œuvre étrangère. 63 Document de circulation Document de circulation pour étranger mineur L. 414-4 1. Documents à produire dans tous les cas : -une copie intégrale									legi/global/code_et_TNC_en_vigueur/code_en_vigueur/LEGI/TEXT/00/00/06/07/01/LEGITEXT000006070158/article/LEGI/ARTI/00/00/49/82/09/LEGIARTI000049820920.xml
DRAFT_CODE_DE_L_ENTR_E_ET_DU_S_JOUR_DES_TRANGERS_ET_DU_DROIT_D_ASI_ANNEXE_10_ARTI000049820920_1023	LEGIARTI000049820920	Code de l'entrée et du séjour des étrangers et du droit d'asile	Annexe 10	VIGUEUR	2024-07-01	2999-01-01	low	low	terme_colon_definition	strong	3	terme_colon_definition	explicit	high			en Polynésie française et en Nouvelle-Calédonie	Les timbres fiscaux d'un montant de 50 € à remettre au moment de la remise du document de circulation prévus à la rubrique 1 ci-dessus sont également demandés aux ressortissants des pays de l'EEE non membres de l'Union européenne et aux ressortissants de la Suisse		unspecified	article	en Polynésie française et en Nouvelle-Calédonie : Les timbres fiscaux d'un montant de 50 € à remettre au moment de la remise du document de circulation prévus à la rubrique 1 ci-dessus sont également demandés aux ressortissants des pays de l'EEE non membres de l'Union européenne et aux ressortissants de la Suisse									legi/global/code_et_TNC_en_vigueur/code_en_vigueur/LEGI/TEXT/00/00/06/07/01/LEGITEXT000006070158/article/LEGI/ARTI/00/00/49/82/09/LEGIARTI000049820920.xml
DRAFT_CODE_DE_L_ENTR_E_ET_DU_S_JOUR_DES_TRANGERS_ET_DU_DROIT_D_ASI_ANNEXE_10_ARTI000049820920_1025	LEGIARTI000049820920	Code de l'entrée et du séjour des étrangers et du droit d'asile	Annexe 10	VIGUEUR	2024-07-01	2999-01-01	low	low	terme_colon_definition	strong	3	terme_colon_definition	explicit	high			en Polynésie française et en Nouvelle-Calédonie	"La carte de résident portant la mention "" résident de longue durée-UE "" (CRLD-UE) n'est pas applicable. 65 Procédure Regroupement familial Chapitre IV du titre III du livre IV 1. Pièces à fournir pour toute demande : -formulaire CERFA n° 11436*05 dûment complété"		unspecified	article	"en Polynésie française et en Nouvelle-Calédonie : La carte de résident portant la mention "" résident de longue durée-UE "" (CRLD-UE) n'est pas applicable. 65 Procédure Regroupement familial Chapitre IV du titre III du livre IV 1. Pièces à fournir pour toute demande : -formulaire CERFA n° 11436*05 dûment complété"									legi/global/code_et_TNC_en_vigueur/code_en_vigueur/LEGI/TEXT/00/00/06/07/01/LEGITEXT000006070158/article/LEGI/ARTI/00/00/49/82/09/LEGIARTI000049820920.xml
DRAFT_CODE_DE_L_ENTR_E_ET_DU_S_JOUR_DES_TRANGERS_ET_DU_DROIT_D_ASI_ANNEXE_10_ARTI000049820920_1026	LEGIARTI000049820920	Code de l'entrée et du séjour des étrangers et du droit d'asile	Annexe 10	VIGUEUR	2024-07-01	2999-01-01	low	low	terme_colon_definition	strong	3	terme_colon_definition	explicit	high			mentionnant l'agrément et précisant	la nature des missions effectuées, leur volume horaire, la durée d'activité, le caractère réel et sérieux de l'activité, vos perspectives d'intégration au regard notamment du niveau de langue, les compétences acquises, votre projet professionnel, des éléments relatifs à votre vie privée et familiale. 3.2. Pièces à fournir au renouvellement : -titre de séjour en cours de validité		unspecified	article	mentionnant l'agrément et précisant : la nature des missions effectuées, leur volume horaire, la durée d'activité, le caractère réel et sérieux de l'activité, vos perspectives d'intégration au regard notamment du niveau de langue, les compétences acquises, votre projet professionnel, des éléments relatifs à votre vie privée et familiale. 3.2. Pièces à fournir au renouvellement : -titre de séjour en cours de validité									legi/global/code_et_TNC_en_vigueur/code_en_vigueur/LEGI/TEXT/00/00/06/07/01/LEGITEXT000006070158/article/LEGI/ARTI/00/00/49/82/09/LEGIARTI000049820920.xml
DRAFT_CODE_DE_L_ENTR_E_ET_DU_S_JOUR_DES_TRANGERS_ET_DU_DROIT_D_ASI_ANNEXE_10_ARTI000049820920_1027	LEGIARTI000049820920	Code de l'entrée et du séjour des étrangers et du droit d'asile	Annexe 10	VIGUEUR	2024-07-01	2999-01-01	low	low	terme_colon_definition	strong	3	terme_colon_definition	explicit	high			en Polynésie française et en Nouvelle-Calédonie	Le 2.2 n'est pas applicable. 67 Titre spécifique dans les îles Wallis et Futuna Carte de séjour temporaire autorisant l'exercice d'une activité professionnelle non soumise à autorisation dans les îles Wallis et Futuna L. 444-3 1. Pièces à fournir dans tous les cas : -justificatif d'état civil : (sauf si vous êtes déjà titulaire d'une carte de séjour) une copie intégrale d'acte de naissance comportant les mentions les plus récentes accompagnée le cas échéant de la décision judiciaire ordonnant sa t		unspecified	article	en Polynésie française et en Nouvelle-Calédonie : Le 2.2 n'est pas applicable. 67 Titre spécifique dans les îles Wallis et Futuna Carte de séjour temporaire autorisant l'exercice d'une activité professionnelle non soumise à autorisation dans les îles Wallis et Futuna L. 444-3 1. Pièces à fournir dans tous les cas : -justificatif d'état civil : (sauf si vous êtes déjà titulaire d'une carte de séjour) une copie intégrale d'acte de naissance comportant les mentions les plus récentes accompagnée le cas échéant de la décision judiciaire ordonnant sa t									legi/global/code_et_TNC_en_vigueur/code_en_vigueur/LEGI/TEXT/00/00/06/07/01/LEGITEXT000006070158/article/LEGI/ARTI/00/00/49/82/09/LEGIARTI000049820920.xml
DRAFT_CODE_DE_L_ACTION_SOCIALE_ET_DES_FAMILLES_ANNEXE_3_8_1_ARTI000043588495_1000	LEGIARTI000043588495	Code de l'action sociale et des familles	Annexe 3-8-1	VIGUEUR	2021-05-31	2999-01-01	high	high	constitue	high_noise	1	terme_colon_definition	explicit	high			L'accueillant familial doit assurer	Un accueil répondant aux caractéristiques suivantes, dans le respect des règles d'hygiène et de sécurité : 1. L'hébergement. Il consiste en la mise à disposition : -d'une chambre individuelle ou d'un logement, situé (e) sous le toit de l'accueillant familial au RDC/ au étage, dont l'accès, l'utilisation et la surface sont compatibles avec le degré de handicap et les besoins de la personne (description), d'une superficie de ... m ² (minimum 9 m ² pour une personne seule et d'un minimum de 16 m ² po		unspecified	article	L'accueillant familial doit assurer : Un accueil répondant aux caractéristiques suivantes, dans le respect des règles d'hygiène et de sécurité : 1. L'hébergement. Il consiste en la mise à disposition : -d'une chambre individuelle ou d'un logement, situé (e) sous le toit de l'accueillant familial au RDC/ au étage, dont l'accès, l'utilisation et la surface sont compatibles avec le degré de handicap et les besoins de la personne (description), d'une superficie de ... m ² (minimum 9 m ² pour une personne seule et d'un minimum de 16 m ² po									legi/global/code_et_TNC_en_vigueur/code_en_vigueur/LEGI/TEXT/00/00/06/07/40/LEGITEXT000006074069/article/LEGI/ARTI/00/00/43/58/84/LEGIARTI000043588495.xml
DRAFT_CODE_DE_L_ACTION_SOCIALE_ET_DES_FAMILLES_ANNEXE_3_8_1_ARTI000043588495_1001	LEGIARTI000043588495	Code de l'action sociale et des familles	Annexe 3-8-1	VIGUEUR	2021-05-31	2999-01-01	high	high	constitue	high_noise	1	terme_colon_definition	explicit	high			Pour information	les charges sociales patronales relatives à la rémunération journalière pour services rendus, à l'indemnité de congés et l'indemnité en cas de sujétions particulières (points 1 et 2 de l'article 6 du présent contrat) sont dues par la personne accueillie et doivent être versées à l'URSSAF. Celle-ci peut bénéficier d'une exonération partielle de ces cotisations lorsqu'elle remplit les conditions de l'article L. 241-10 du code de la sécurité sociale (6). 5. Les dépenses autres : à la charge de l'accue		unspecified	article	Pour information : les charges sociales patronales relatives à la rémunération journalière pour services rendus, à l'indemnité de congés et l'indemnité en cas de sujétions particulières (points 1 et 2 de l'article 6 du présent contrat) sont dues par la personne accueillie et doivent être versées à l'URSSAF. Celle-ci peut bénéficier d'une exonération partielle de ces cotisations lorsqu'elle remplit les conditions de l'article L. 241-10 du code de la sécurité sociale (6). 5. Les dépenses autres : à la charge de l'accue									legi/global/code_et_TNC_en_vigueur/code_en_vigueur/LEGI/TEXT/00/00/06/07/40/LEGITEXT000006074069/article/LEGI/ARTI/00/00/43/58/84/LEGIARTI000043588495.xml
DRAFT_CODE_DE_L_ACTION_SOCIALE_ET_DES_FAMILLES_ANNEXE_3_8_1_ARTI000043588495_1002	LEGIARTI000043588495	Code de l'action sociale et des familles	Annexe 3-8-1	VIGUEUR	2021-05-31	2999-01-01	high	high	constitue	high_noise	1	terme_colon_definition	explicit	high			de décès	l'accueillant familial perçoit, dans son intégralité, la rémunération journalière pour services rendus, l'indemnité de congé, le cas échéant l'indemnité en cas de sujétions particulières et l'indemnité représentative de frais d'entretien courant de la personne accueillie jusqu'au jour du décès inclus. L'indemnité représentative de mise à disposition de la ou des pièces réservées à la personne accueillie est perçue jusqu'à la date de libération de la pièce mise à disposition, qui doit être libérée		unspecified	article	de décès : l'accueillant familial perçoit, dans son intégralité, la rémunération journalière pour services rendus, l'indemnité de congé, le cas échéant l'indemnité en cas de sujétions particulières et l'indemnité représentative de frais d'entretien courant de la personne accueillie jusqu'au jour du décès inclus. L'indemnité représentative de mise à disposition de la ou des pièces réservées à la personne accueillie est perçue jusqu'à la date de libération de la pièce mise à disposition, qui doit être libérée									legi/global/code_et_TNC_en_vigueur/code_en_vigueur/LEGI/TEXT/00/00/06/07/40/LEGITEXT000006074069/article/LEGI/ARTI/00/00/43/58/84/LEGIARTI000043588495.xml
DRAFT_CODE_DE_L_ACTION_SOCIALE_ET_DES_FAMILLES_ANNEXE_3_8_1_ARTI000043588495_1003	LEGIARTI000043588495	Code de l'action sociale et des familles	Annexe 3-8-1	VIGUEUR	2021-05-31	2999-01-01	high	high	constitue	high_noise	1	terme_colon_definition	explicit	high			Si la personne accueillie reste au domicile de l'accueillant familial	La rémunération pour services rendus, l'indemnité de congé et, le cas échéant, l'indemnité en cas de sujétions particulières ne sont pas versées par la personne accueillie à l'accueillant familial mais à son remplaçant. Les sommes perçues sont soumises au régime fiscal et de cotisations sociales obligatoires des salaires. L'indemnité représentative de frais d'entretien courant de la personne accueillie et l'indemnité représentative de mise à disposition de la ou des pièces réservées à la personne		unspecified	article	Si la personne accueillie reste au domicile de l'accueillant familial : La rémunération pour services rendus, l'indemnité de congé et, le cas échéant, l'indemnité en cas de sujétions particulières ne sont pas versées par la personne accueillie à l'accueillant familial mais à son remplaçant. Les sommes perçues sont soumises au régime fiscal et de cotisations sociales obligatoires des salaires. L'indemnité représentative de frais d'entretien courant de la personne accueillie et l'indemnité représentative de mise à disposition de la ou des pièces réservées à la personne									legi/global/code_et_TNC_en_vigueur/code_en_vigueur/LEGI/TEXT/00/00/06/07/40/LEGITEXT000006074069/article/LEGI/ARTI/00/00/43/58/84/LEGIARTI000043588495.xml
DRAFT_CODE_DE_L_ACTION_SOCIALE_ET_DES_FAMILLES_ANNEXE_3_8_1_ARTI000043588495_1004	LEGIARTI000043588495	Code de l'action sociale et des familles	Annexe 3-8-1	VIGUEUR	2021-05-31	2999-01-01	high	high	constitue	high_noise	1	terme_colon_definition	explicit	high			Si la personne accueillie est hébergée chez le remplaçant	L'ensemble des frais d'accueil est versé au remplaçant dans les mêmes conditions que celles arrêtées avec l'accueillant familial. (5) Dans le cas où l'agrément est donné à un couple, le relevé des conditions financières est établi au nom d'une des deux personnes agréées. (6) Les particuliers et personnes morales qui ont passé un contrat conforme aux articles L. 442-1 et L. 444-3 du code de l'action sociale et des familles pour l'accueil par des particuliers à leur domicile, à titre onéreux, de per		unspecified	article	Si la personne accueillie est hébergée chez le remplaçant : L'ensemble des frais d'accueil est versé au remplaçant dans les mêmes conditions que celles arrêtées avec l'accueillant familial. (5) Dans le cas où l'agrément est donné à un couple, le relevé des conditions financières est établi au nom d'une des deux personnes agréées. (6) Les particuliers et personnes morales qui ont passé un contrat conforme aux articles L. 442-1 et L. 444-3 du code de l'action sociale et des familles pour l'accueil par des particuliers à leur domicile, à titre onéreux, de per									legi/global/code_et_TNC_en_vigueur/code_en_vigueur/LEGI/TEXT/00/00/06/07/40/LEGITEXT000006074069/article/LEGI/ARTI/00/00/43/58/84/LEGIARTI000043588495.xml
DRAFT_CODE_DE_L_ACTION_SOCIALE_ET_DES_FAMILLES_ANNEXE_3_8_1_ARTI000043588495_1005	LEGIARTI000043588495	Code de l'action sociale et des familles	Annexe 3-8-1	VIGUEUR	2021-05-31	2999-01-01	high	high	constitue	high_noise	1	terme_colon_definition	explicit	high			Conclu entre	L'accueillant familial : Nom-Prénom : Eventuellement nom d'épouse : Né (e) le : Domicilié (e) à : Et La personne accueillie : Nom-Prénom : Eventuellement nom d'épouse : Né (e) le : Représenté (e) par M./ Mme ... Assisté (e) par M./ Mme ... (préciser la qualité : famille, autres) Il est convenu, pour la période du (jour/ mois/ année) au (jour/ mois/ année), que : Le remplaçant : Nom-Prénom : Eventuellement nom d'épouse : Né (e) le : Domicilié (e) à : hébergé pendant la période considérée au domicil		unspecified	article	Conclu entre : L'accueillant familial : Nom-Prénom : Eventuellement nom d'épouse : Né (e) le : Domicilié (e) à : Et La personne accueillie : Nom-Prénom : Eventuellement nom d'épouse : Né (e) le : Représenté (e) par M./ Mme ... Assisté (e) par M./ Mme ... (préciser la qualité : famille, autres) Il est convenu, pour la période du (jour/ mois/ année) au (jour/ mois/ année), que : Le remplaçant : Nom-Prénom : Eventuellement nom d'épouse : Né (e) le : Domicilié (e) à : hébergé pendant la période considérée au domicil									legi/global/code_et_TNC_en_vigueur/code_en_vigueur/LEGI/TEXT/00/00/06/07/40/LEGITEXT000006074069/article/LEGI/ARTI/00/00/43/58/84/LEGIARTI000043588495.xml
DRAFT_CODE_DES_POSTES_ET_DES_COMMUNICATIONS_LECTRONIQUES_L44_ARTI000051830329_2000	LEGIARTI000051830329	Code des postes et des communications électroniques	L44	VIGUEUR	2025-07-02	2999-01-01	underrepresented_code	low	on entend par | pour l'application du présent | constitue	high_noise | strong	7	on entend par	explicit	high			utilisation de ressources de numérotation à des fins expérimentales	l'utilisation de ressources de numérotation en vue de développer une technologie ou un service innovants, du point de vue technique ou commercial, sous réserve que soit le chiffre d'affaires de l'activité nécessitant cette utilisation, soit le nombre d'utilisateurs de la technologie ou du service demeure inférieur à un seuil fixé par décret pendant toute la durée de l'expérimentation. IV. - Les opérateurs sont tenus de s'assurer que, lorsque leurs clients utilisateurs finals utilisent un numéro issu du plan de numérotation établi par l'autorité comme identifiant d'appelant pour les appels et messages qu'ils émettent, ces utilisateurs finals sont bien affectataires dudit numéro ou que l'affectataire dudit numéro a préalablement donné son accord pour cette utilisation. Les opérateurs sont te		unspecified	article	Pour l'application du présent III, on entend par utilisation de ressources de numérotation à des fins expérimentales l'utilisation de ressources de numérotation en vue de développer une technologie ou un service innovants, du point de vue technique ou commercial, sous réserve que soit le chiffre d'affaires de l'activité nécessitant cette utilisation, soit le nombre d'utilisateurs de la technologie ou du service demeure inférieur à un seuil fixé par décret pendant toute la durée de l'expérimentation. IV. - Les opérateurs sont tenus de s'assurer que, lorsque leurs clients utilisateurs finals utilisent un numéro issu du plan de numérotation établi par l'autorité comme identifiant d'appelant pour les appels et messages qu'ils émettent, ces utilisateurs finals sont bien affectataires dudit numéro ou que l'affectataire dudit numéro a préalablement donné son accord pour cette utilisation. Les opérateurs sont tenus de veiller à l'authenticité des numéros issus du plan de numérotation établi par l'autorité lorsqu									legi/global/code_et_TNC_en_vigueur/code_en_vigueur/LEGI/TEXT/00/00/06/07/09/LEGITEXT000006070987/article/LEGI/ARTI/00/00/51/83/03/LEGIARTI000051830329.xml
